YEAR,COUNTY_DISTRICT_CODE,DISTRICT_NAME,ENROLLMENT_GRADES_K_12,DISCIPLINE_INCIDENTS,DISCIPLINE_INCIDENT_RATE,DISCIPLINE_ALCOHOL,DISCIPLINE_ALCOHOL_RATE,DISCIPLINE_DRUG,DISCIPLINE_DRUG_RATE,DISCIPLINE_OTHER,DISCIPLINE_OTHER_RATE,DISCIPLINE_TOBACCO,DISCIPLINE_TOBACCO_RATE,DISCIPLINE_VIOLENCE,DISCIPLINE_VIOLENCE_RATE,DISCIPLINE_WEAPON,DISCIPLINE_WEAPON_RATE,DISCIPLINE_REMOVAL_IN_SCHL_SUSP,DISCIPLINE_REMOVAL_IN_SCHL_SUSP_RATE,DISCIPLINE_REMOVAL_OUT_SCHL_SUSP,DISCIPLINE_REMOVAL_OUT_SCHL_SUSP_RATE,DISCIPLINE_REMOVAL_EXPULSION,DISCIPLINE_EXPULSION_RATE,DISCIPLINE_MORE_10_DAYS,DISCIPLINE_MORE_10_DAYS_RATE
2015,039137,STRAFFORD R-VI,1141,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2016,039137,STRAFFORD R-VI,1150,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2017,039137,STRAFFORD R-VI,1173,7,0.6,*,*,*,*,*,*,*,*,*,*,*,*,*,*,6,0.5,*,*,*,*
2018,039137,STRAFFORD R-VI,1186,7,0.6,*,*,*,*,*,*,*,*,*,*,*,*,*,*,7,0.6,*,*,*,*
2019,039137,STRAFFORD R-VI,1186,5,0.4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,5,0.4,*,*,*,*
2020,039137,STRAFFORD R-VI,1204,8,0.7,*,*,*,*,*,*,*,*,*,*,*,*,*,*,7,0.6,*,*,*,*
2021,039137,STRAFFORD R-VI,1259,6,0.5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,6,0.5,*,*,*,*
2022,039137,STRAFFORD R-VI,1322,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2023,039137,STRAFFORD R-VI,1350,11,0.8,*,*,7,0.5,*,*,*,*,*,*,*,*,*,*,11,0.8,*,*,*,*
2001,039139,GREENE CO. R-VIII,1856,15,0.8,*,*,6,0.3,*,*,*,*,*,*,*,*,*,*,15,0.8,*,*,9,0.5
2002,039139,GREENE CO. R-VIII,1886,16,0.8,*,*,10,0.5,*,*,*,*,*,*,*,*,*,*,16,0.8,*,*,10,0.5
2003,039139,GREENE CO. R-VIII,1883,13,0.7,*,*,7,0.4,*,*,*,*,*,*,*,*,*,*,13,0.7,*,*,*,*
2004,039139,LOGAN-ROGERSVILLE R-VIII,1892,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2005,039139,LOGAN-ROGERSVILLE R-VIII,1922,19,1,5,0.3,5,0.3,*,*,*,*,*,*,*,*,*,*,19,1,*,*,*,*
2006,039139,LOGAN-ROGERSVILLE R-VIII,1984,20,1,*,*,*,*,11,0.6,*,*,*,*,*,*,*,*,19,1,*,*,7,0.4
2007,039139,LOGAN-ROGERSVILLE R-VIII,2057,42,2,*,*,20,1,8,0.4,*,*,8,0.4,*,*,*,*,41,2,*,*,28,1.4
2008,039139,LOGAN-ROGERSVILLE R-VIII,2069,45,2.2,8,0.4,16,0.8,20,1,*,*,*,*,*,*,*,*,41,2,*,*,*,*
2009,039139,LOGAN-ROGERSVILLE R-VIII,2191,14,0.6,*,*,*,*,8,0.4,*,*,*,*,*,*,*,*,13,0.6,*,*,*,*
2010,039139,LOGAN-ROGERSVILLE R-VIII,2205,14,0.6,*,*,*,*,7,0.3,*,*,*,*,*,*,*,*,14,0.6,*,*,*,*
2011,039139,LOGAN-ROGERSVILLE R-VIII,2190,16,0.7,*,*,5,0.2,9,0.4,*,*,*,*,*,*,*,*,16,0.7,*,*,11,0.5
2012,039139,LOGAN-ROGERSVILLE R-VIII,2153,8,0.4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,8,0.4,*,*,*,*
2013,039139,LOGAN-ROGERSVILLE R-VIII,2179,8,0.4,*,*,6,0.3,*,*,*,*,*,*,*,*,*,*,8,0.4,*,*,*,*
2014,039139,LOGAN-ROGERSVILLE R-VIII,2274,10,0.4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,10,0.4,*,*,5,0.2
2015,039139,LOGAN-ROGERSVILLE R-VIII,2193,12,0.5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,12,0.5,*,*,*,*
2016,039139,LOGAN-ROGERSVILLE R-VIII,2209,11,0.5,*,*,*,*,8,0.4,*,*,*,*,*,*,*,*,11,0.5,*,*,*,*
2017,039139,LOGAN-ROGERSVILLE R-VIII,2226,14,0.6,*,*,6,0.3,6,0.3,*,*,*,*,*,*,*,*,14,0.6,*,*,*,*
2018,039139,LOGAN-ROGERSVILLE R-VIII,2193,12,0.5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,12,0.5,*,*,*,*
2019,039139,LOGAN-ROGERSVILLE R-VIII,2215,7,0.3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,7,0.3,*,*,*,*
2020,039139,LOGAN-ROGERSVILLE R-VIII,2252,6,0.3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,6,0.3,*,*,*,*
2021,039139,LOGAN-ROGERSVILLE R-VIII,2156,5,0.2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2022,039139,LOGAN-ROGERSVILLE R-VIII,2296,6,0.3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,6,0.3,*,*,*,*
2023,039139,LOGAN-ROGERSVILLE R-VIII,2376,12,0.5,*,*,*,*,6,0.3,*,*,*,*,*,*,*,*,11,0.5,*,*,*,*
2001,039141,SPRINGFIELD R-XII,24435,53,0.2,*,*,5,0,22,0.1,*,*,10,0,13,0.1,*,*,52,0.2,*,*,44,0.2
2002,039141,SPRINGFIELD R-XII,24395,307,1.3,19,0.1,52,0.2,86,0.4,38,0.2,80,0.3,32,0.1,*,*,304,1.2,*,*,145,0.6
2003,039141,SPRINGFIELD R-XII,24356,231,2.7,30,0.3,86,1,33,0.4,37,0.4,27,0.3,18,0.2,*,*,227,2.6,*,*,72,0.8
2004,039141,SPRINGFIELD R-XII,24285,477,2,43,0.2,113,0.5,196,0.8,37,0.2,43,0.2,45,0.2,*,*,458,1.9,*,*,160,0.7
2005,039141,SPRINGFIELD R-XII,24119,690,2.9,37,0.2,128,0.5,320,1.3,43,0.2,96,0.4,66,0.3,5,0,685,2.8,*,*,151,0.6
2006,039141,SPRINGFIELD R-XII,24258,387,1.6,18,0.1,100,0.4,146,0.6,33,0.1,48,0.2,42,0.2,16,0.1,371,1.5,*,*,14,0.1
2007,039141,SPRINGFIELD R-XII,24257,403,1.7,32,0.1,73,0.3,166,0.7,42,0.2,51,0.2,39,0.2,7,0,396,1.6,*,*,174,0.7
2008,039141,SPRINGFIELD R-XII,23802,393,1.7,21,0.1,94,0.4,165,0.7,22,0.1,*,*,31,0.1,*,*,390,1.6,*,*,176,0.7
2009,039141,SPRINGFIELD R-XII,23959,273,1.1,18,0.1,38,0.2,132,0.6,9,0,*,*,28,0.1,5,0,267,1.1,*,*,8,0
2010,039141,SPRINGFIELD R-XII,23960,328,1.4,16,0.1,58,0.2,150,0.6,26,0.1,5,0,32,0.1,*,*,326,1.4,*,*,11,0
2011,039141,SPRINGFIELD R-XII,24102,597,2.5,26,0.1,148,0.6,247,1,21,0.1,7,0,49,0.2,7,0,590,2.4,*,*,20,0.1
2012,039141,SPRINGFIELD R-XII,24352,478,2,15,0.1,90,0.4,220,0.9,47,0.2,5,0,48,0.2,7,0,471,1.9,*,*,19,0.1
2013,039141,SPRINGFIELD R-XII,24849,482,1.9,19,0.1,98,0.4,217,0.9,6,0,*,*,66,0.3,*,*,478,1.9,*,*,31,0.1
2014,039141,SPRINGFIELD R-XII,24905,547,2.2,24,0.1,147,0.6,182,0.7,11,0,8,0,82,0.3,5,0,542,2.2,*,*,7,0
2015,039141,SPRINGFIELD R-XII,25055,566,2.3,21,0.1,116,0.5,218,0.9,7,0,7,0,94,0.4,*,*,559,2.2,5,0,9,0
2016,039141,SPRINGFIELD R-XII,24883,566,2.3,19,0.1,95,0.4,213,0.9,5,0,10,0,84,0.3,*,*,566,2.3,*,*,168,0.7
2017,039141,SPRINGFIELD R-XII,24955,618,2.5,23,0.1,102,0.4,226,0.9,*,*,10,0,93,0.4,*,*,617,2.5,*,*,167,0.7
2018,039141,SPRINGFIELD R-XII,24937,728,2.9,40,0.2,158,0.6,246,1,*,*,13,0.1,84,0.3,14,0.1,696,2.8,*,*,198,0.8
2019,039141,SPRINGFIELD R-XII,24924,571,2.3,43,0.2,135,0.5,144,0.6,*,*,*,*,88,0.4,*,*,567,2.3,*,*,113,0.5
2020,039141,SPRINGFIELD R-XII,24679,254,1,24,0.1,87,0.4,67,0.3,*,*,8,0,19,0.1,*,*,249,1,*,*,39,0.2
2021,039141,SPRINGFIELD R-XII,23140,161,0.7,6,0,38,0.2,63,0.3,*,*,*,*,8,0,*,*,160,0.7,*,*,33,0.1
2022,039141,SPRINGFIELD R-XII,23428,478,2,26,0.1,144,0.6,174,0.7,*,*,10,0,8,0,*,*,476,2,*,*,91,0.4
2023,039141,SPRINGFIELD R-XII,23653,784,3.3,26,0.1,233,1,356,1.5,*,*,17,0.1,17,0.1,41,0.2,743,3.1,*,*,186,0.8
2001,039142,FAIR GROVE R-X,1013,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2002,039142,FAIR GROVE R-X,1027,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2003,039142,FAIR GROVE R-X,1012,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2004,039142,FAIR GROVE R-X,1061,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2005,039142,FAIR GROVE R-X,1069,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2006,039142,FAIR GROVE R-X,1139,8,0.7,*,*,*,*,*,*,*,*,*,*,*,*,*,*,8,0.7,*,*,*,*
2007,039142,FAIR GROVE R-X,1175,5,0.4,*,*,*,*,5,0.4,*,*,*,*,*,*,*,*,5,0.4,*,*,*,*
2008,039142,FAIR GROVE R-X,1123,14,1.2,5,0.4,5,0.4,*,*,*,*,*,*,*,*,*,*,14,1.2,*,*,*,*
2009,039142,FAIR GROVE R-X,1082,9,0.8,*,*,*,*,*,*,*,*,*,*,*,*,*,*,8,0.7,*,*,*,*
2010,039142,FAIR GROVE R-X,1070,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2011,039142,FAIR GROVE R-X,1057,8,0.8,*,*,5,0.5,*,*,*,*,*,*,*,*,*,*,8,0.8,*,*,*,*
2012,039142,FAIR GROVE R-X,1067,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2013,039142,FAIR GROVE R-X,1081,11,1,*,*,5,0.5,6,0.6,*,*,*,*,*,*,*,*,11,1,*,*,*,*
2014,039142,FAIR GROVE R-X,1080,5,0.5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2015,039142,FAIR GROVE R-X,1075,6,0.6,*,*,*,*,*,*,*,*,*,*,*,*,*,*,6,0.6,*,*,*,*
2016,039142,FAIR GROVE R-X,1071,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2017,039142,FAIR GROVE R-X,1085,8,0.7,*,*,*,*,*,*,*,*,*,*,*,*,*,*,8,0.7,*,*,*,*
2018,039142,FAIR GROVE R-X,1091,5,0.5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,5,0.5,*,*,*,*
2019,039142,FAIR GROVE R-X,1133,7,0.6,*,*,*,*,*,*,*,*,*,*,*,*,*,*,7,0.6,*,*,*,*
2020,039142,FAIR GROVE R-X,1142,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2021,039142,FAIR GROVE R-X,1122,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2022,039142,FAIR GROVE R-X,1186,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2023,039142,FAIR GROVE R-X,1200,14,1.2,*,*,9,0.8,*,*,*,*,*,*,*,*,*,*,14,1.2,*,*,*,*
2001,040100,GRUNDY CO R-V,249,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2002,040100,GRUNDY CO R-V,222,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2003,040100,GRUNDY CO R-V,205,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2004,040100,GRUNDY CO. R-V,210,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2005,040100,GRUNDY CO. R-V,202,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2006,040100,GRUNDY CO. R-V,176,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2007,040100,GRUNDY CO. R-V,178,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2008,040100,GRUNDY CO. R-V,154,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2009,040100,GRUNDY CO. R-V,157,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2010,040100,GRUNDY CO. R-V,167,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2011,040100,GRUNDY CO. R-V,170,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2012,040100,GRUNDY CO. R-V,160,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2013,040100,GRUNDY CO. R-V,171,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2014,040100,GRUNDY CO. R-V,171,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2015,040100,GRUNDY CO. R-V,156,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2016,040100,GRUNDY CO. R-V,137,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2017,040100,GRUNDY CO. R-V,124,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2018,040100,GRUNDY CO. R-V,133,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2019,040100,GRUNDY CO. R-V,122,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2020,040100,GRUNDY CO. R-V,120,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2021,040100,GRUNDY CO. R-V,127,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2022,040100,GRUNDY CO. R-V,120,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2023,040100,GRUNDY CO. R-V,122,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2001,040101,SPICKARD R-II,62,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2002,040101,SPICKARD R-II,60,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2003,040101,SPICKARD R-II,58,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2004,040101,SPICKARD R-II,57,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2005,040101,SPICKARD R-II,51,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2006,040101,SPICKARD R-II,54,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2007,040101,SPICKARD R-II,53,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2008,040101,SPICKARD R-II,52,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2009,040101,SPICKARD R-II,45,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2010,040101,SPICKARD R-II,29,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2011,040101,SPICKARD R-II,31,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2012,040101,SPICKARD R-II,29,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2013,040101,SPICKARD R-II,33,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2014,040101,SPICKARD R-II,43,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2015,040101,SPICKARD R-II,32,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2016,040101,SPICKARD R-II,27,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2017,040101,SPICKARD R-II,27,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2018,040101,SPICKARD R-II,21,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2019,040101,SPICKARD R-II,25,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2020,040101,SPICKARD R-II,23,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2021,040101,SPICKARD R-II,28,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2022,040101,SPICKARD R-II,28,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2023,040101,SPICKARD R-II,18,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2001,040103,PLEASANT VIEW R-VI,92,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2002,040103,PLEASANT VIEW R-VI,81,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2003,040103,PLEASANT VIEW R-VI,83,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2004,040103,PLEASANT VIEW R-VI,80,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2005,040103,PLEASANT VIEW R-VI,81,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2006,040103,PLEASANT VIEW R-VI,72,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2007,040103,PLEASANT VIEW R-VI,73,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2008,040103,PLEASANT VIEW R-VI,77,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2009,040103,PLEASANT VIEW R-VI,65,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2010,040103,PLEASANT VIEW R-VI,74,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2011,040103,PLEASANT VIEW R-VI,67,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2012,040103,PLEASANT VIEW R-VI,64,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2013,040103,PLEASANT VIEW R-VI,69,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2014,040103,PLEASANT VIEW R-VI,71,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2015,040103,PLEASANT VIEW R-VI,66,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2016,040103,PLEASANT VIEW R-VI,71,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2017,040103,PLEASANT VIEW R-VI,79,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2018,040103,PLEASANT VIEW R-VI,94,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2019,040103,PLEASANT VIEW R-VI,97,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2020,040103,PLEASANT VIEW R-VI,105,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2021,040103,PLEASANT VIEW R-VI,110,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2022,040103,PLEASANT VIEW R-VI,123,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2023,040103,PLEASANT VIEW R-VI,110,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2001,040104,LAREDO R-VII,52,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2002,040104,LAREDO R-VII,46,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2003,040104,LAREDO R-VII,47,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2004,040104,LAREDO R-VII,44,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2005,040104,LAREDO R-VII,42,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2006,040104,LAREDO R-VII,36,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2007,040104,LAREDO R-VII,44,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2008,040104,LAREDO R-VII,58,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2009,040104,LAREDO R-VII,62,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2010,040104,LAREDO R-VII,52,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2011,040104,LAREDO R-VII,55,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2012,040104,LAREDO R-VII,63,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2013,040104,LAREDO R-VII,59,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2014,040104,LAREDO R-VII,63,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2015,040104,LAREDO R-VII,60,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2016,040104,LAREDO R-VII,47,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2017,040104,LAREDO R-VII,44,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2018,040104,LAREDO R-VII,42,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2019,040104,LAREDO R-VII,36,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2020,040104,LAREDO R-VII,42,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2021,040104,LAREDO R-VII,47,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2022,040104,LAREDO R-VII,42,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2023,040104,LAREDO R-VII,47,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2001,040107,TRENTON R-IX,1261,24,1.9,*,*,*,*,14,1.1,*,*,9,0.7,*,*,*,*,20,1.6,*,*,*,*
2002,040107,TRENTON R-IX,1256,16,1.3,*,*,*,*,14,1.1,*,*,*,*,*,*,5,0.4,11,0.9,*,*,5,0.4
2003,040107,TRENTON R-IX,1223,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2004,040107,TRENTON R-IX,1178,18,1.5,*,*,*,*,10,0.8,*,*,7,0.6,*,*,5,0.4,13,1.1,*,*,*,*
2005,040107,TRENTON R-IX,1207,12,1,*,*,*,*,7,0.6,*,*,*,*,*,*,*,*,12,1,*,*,*,*
2006,040107,TRENTON R-IX,1191,20,1.7,*,*,*,*,16,1.3,*,*,*,*,*,*,*,*,18,1.5,*,*,*,*
2007,040107,TRENTON R-IX,1182,10,0.8,*,*,*,*,6,0.5,*,*,*,*,*,*,*,*,9,0.8,*,*,*,*
2008,040107,TRENTON R-IX,1174,7,0.6,*,*,*,*,6,0.5,*,*,*,*,*,*,*,*,6,0.5,*,*,*,*
2009,040107,TRENTON R-IX,1171,7,0.6,*,*,*,*,6,0.5,*,*,*,*,*,*,*,*,6,0.5,*,*,*,*
2010,040107,TRENTON R-IX,1208,13,1.1,*,*,*,*,12,1,*,*,*,*,*,*,*,*,12,1,*,*,*,*
2011,040107,TRENTON R-IX,1212,7,0.6,*,*,*,*,*,*,*,*,*,*,*,*,*,*,7,0.6,*,*,*,*
2012,040107,TRENTON R-IX,1252,13,1,*,*,*,*,9,0.7,*,*,*,*,*,*,*,*,12,1,*,*,*,*
2013,040107,TRENTON R-IX,1218,7,0.6,*,*,5,0.4,*,*,*,*,*,*,*,*,*,*,7,0.6,*,*,*,*
2014,040107,TRENTON R-IX,1172,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2015,040107,TRENTON R-IX,1119,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2016,040107,TRENTON R-IX,1110,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2017,040107,TRENTON R-IX,1098,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2018,040107,TRENTON R-IX,1080,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2019,040107,TRENTON R-IX,1075,5,0.5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,5,0.5,*,*,*,*
2020,040107,TRENTON R-IX,1064,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2021,040107,TRENTON R-IX,1024,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2022,040107,TRENTON R-IX,1015,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2023,040107,TRENTON R-IX,1004,9,0.9,*,*,*,*,5,0.5,*,*,*,*,*,*,*,*,9,0.9,*,*,*,*
2001,041001,CAINSVILLE R-I,110,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2002,041001,CAINSVILLE R-I,111,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2003,041001,CAINSVILLE R-I,111,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
